tabla,conf,STATUS IMPLANTATION,version,uuaa,unique parameters,params,,,,unique parameters,params
t_cmov_bbva_categorized_mov,CMOV_bbva-categorized-mov_MRField.conf,DELIVERED,15.1.0,CMOV,"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_11: Columna del catálogo local 
CATALOG_CODE_11: Filtrado del catálogo local
CATALOG_TABLE_11: Nombre de tabla local",", CATALOG_COLUMN_11, CATALOG_CODE_11, CATALOG_TABLE_11",,,,"CUTOFF_DATE: Date of the data
FECHA_VOLUMETRIC: Date of values to compare with
LOWER_BOUND: Lower percentage bound
UPPER_BOUND: Upper percentage bound
SOURCE: Origin of data (gf_information_source_id)","CUTOFF_DATE, FECHA_VOLUMETRIC, LOWER_BOUND, UPPER_BOUND, SOURCE"
t_cmov_bbva_categorized_mov,CMOV_bbva-categorized-mov_MRField.conf,DELIVERED,17.2.0,CMOV,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_4: Columna del catálogo local 
CATALOG_CODE_4: Filtrado del catálogo local
CATALOG_PATH_4: Ruta del catálogo local
CATALOG_SCHEMA_4:  Esquema de la tabla local",", CATALOG_COLUMN_4, CATALOG_CODE_4, CATALOG_PATH_4, CATALOG_SCHEMA_4"
t_cmov_bbva_categorized_mov,CMOV_bbva-categorized-mov_MRField.conf,DELIVERED,17.1.0,CMOV,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_5: Columna del catálogo local 
CATALOG_CODE_5: Filtrado del catálogo local
CATALOG_PATH_5: Ruta del catálogo local
CATALOG_SCHEMA_5:  Esquema de la tabla local",", CATALOG_COLUMN_5, CATALOG_CODE_5, CATALOG_PATH_5, CATALOG_SCHEMA_5"
t_cmov_bbva_categorized_mov,CMOV_bbva-categorized-mov_MRObject.conf,DELIVERED,15.1.0,CMOV,"CUTOFF_DATE: Date of the data 
FECHA_VOLUMETRIC: Date of values to compare with 
LOWER_BOUND: Lower percentage bound 
UPPER_BOUND: Upper percentage bound","CUTOFF_DATE, FECHA_VOLUMETRIC, LOWER_BOUND, UPPER_BOUND",,,,"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_6: Columna del catálogo local 
CATALOG_CODE_6: Filtrado del catálogo local
CATALOG_PATH_6: Ruta del catálogo local
CATALOG_SCHEMA_6:  Esquema de la tabla local",", CATALOG_COLUMN_6, CATALOG_CODE_6, CATALOG_PATH_6, CATALOG_SCHEMA_6"
t_cmov_nobbva_categorized_mov,CMOV_nobbva-categorized-mov_KMOL_account-nobbva-move_MMRule.conf,DELIVERED,18.3.0,CMOV,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,"CUTOFF_DATE: Date of the data
SOURCE: Origin of data (g_data_source_origin_type)","CUTOFF_DATE, SOURCE"
t_cmov_nobbva_categorized_mov,CMOV_nobbva-categorized-mov_KMOL_card-nobbva-move_MMRule.conf,DELIVERED,18.3.0,CMOV,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,"CUTOFF_DATE: Date of the data
mydbcatalog: Catalog that specify country (co) and data layer (layer). Format: {co}_{layer}. Example: ho_master.","CUTOFF_DATE, mydbcatalog"
t_cmov_nobbva_categorized_mov,CMOV_nobbva-categorized-mov_MRField.conf,DELIVERED,15.1.0,CMOV,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_0: Columna del catálogo local 
CATALOG_CODE_0: Filtrado del catálogo local
CATALOG_PATH_0: Ruta del catálogo local
CATALOG_SCHEMA_0: Esquema de la tabla local","CUTOFF_DATE, CATALOG_COLUMN_0, CATALOG_CODE_0, CATALOG_PATH_0, CATALOG_SCHEMA_0"
t_cmov_nobbva_categorized_mov,CMOV_nobbva-categorized-mov_MRField.conf,DELIVERED,15.1.0,CMOV,"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_0: Columna del catálogo local 
CATALOG_CODE_0: Filtrado del catálogo local
CATALOG_TABLE_0: Nombre de tabla local",", CATALOG_COLUMN_0, CATALOG_CODE_0, CATALOG_TABLE_0",,,,"CUTOFF_DATE: Date of the data
mydbcatalog: Catalog that specify country (co) and data layer (layer). Format: ""{co}_{layer}"". Example: ""ho_master"".","CUTOFF_DATE, mydbcatalog"
t_cmov_nobbva_categorized_mov,CMOV_nobbva-categorized-mov_MRField.conf,DELIVERED,15.1.0,CMOV,"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_1: Columna del catálogo local 
CATALOG_CODE_1: Filtrado del catálogo local
CATALOG_TABLE_1: Nombre de tabla local",", CATALOG_COLUMN_1, CATALOG_CODE_1, CATALOG_TABLE_1",,,,"CUTOFF_DATE: Date of the data 
FECHA_VOLUMETRIC: Date of values to compare with 
LOWER_BOUND: Lower percentage bound 
UPPER_BOUND: Upper percentage bound 
6.9IS_CRITICAL: Optional parameter to disable the criticality of the 6.9 rule
mydbcatalog: Catalog that specify country (co) and data layer (layer). Format: ""{co}_{layer}"". Example: ""ho_master"".","CUTOFF_DATE, FECHA_VOLUMETRIC, LOWER_BOUND, UPPER_BOUND, 6.9IS_CRITICAL, mydbcatalog"
t_cmov_nobbva_categorized_mov,CMOV_nobbva-categorized-mov_MRField.conf,DELIVERED,15.1.0,CMOV,"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_2: Columna del catálogo local 
CATALOG_CODE_2: Filtrado del catálogo local
CATALOG_TABLE_2: Nombre de tabla local",", CATALOG_COLUMN_2, CATALOG_CODE_2, CATALOG_TABLE_2",,,,"CUTOFF_DATE: Date of the data
PREVIOUS_CUTOFF_DATE: Previous date to be compared","CUTOFF_DATE, PREVIOUS_CUTOFF_DATE"
t_cmov_nobbva_categorized_mov,CMOV_nobbva-categorized-mov_MRField.conf,DELIVERED,15.1.0,CMOV,"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_3: Columna del catálogo local 
CATALOG_CODE_3: Filtrado del catálogo local
CATALOG_TABLE_3: Nombre de tabla local",", CATALOG_COLUMN_3, CATALOG_CODE_3, CATALOG_TABLE_3",,,,"CUTOFF_DATE: Date of the data
mydbcatalog: Catalog that specify country and data layer. Format: ""co_layer"". Example: ""ho_master"".","CUTOFF_DATE, mydbcatalog"
t_cmov_nobbva_categorized_mov,CMOV_nobbva-categorized-mov_MRField.conf,DELIVERED,15.1.0,CMOV,"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_4: Columna del catálogo local 
CATALOG_CODE_4: Filtrado del catálogo local
CATALOG_TABLE_4: Nombre de tabla local",", CATALOG_COLUMN_4, CATALOG_CODE_4, CATALOG_TABLE_4",,,,"CUTOFF_DATE: Date of the data 
FECHA_VOLUMETRIC: Date of values to compare with 
LOWER_BOUND: Lower percentage bound 
UPPER_BOUND: Upper percentage bound 
6.9IS_CRITICAL: Optional parameter to disable the criticality of the 6.9 rule
mydbcatalog: Catalog that specify country (co) and data layer (layer). Format: {co}_{layer}. Example: ho_master.","CUTOFF_DATE, FECHA_VOLUMETRIC, LOWER_BOUND, UPPER_BOUND, 6.9IS_CRITICAL, mydbcatalog"
t_cmov_nobbva_categorized_mov,CMOV_nobbva-categorized-mov_MRField.conf,DELIVERED,15.1.0,CMOV,"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_5: Columna del catálogo local 
CATALOG_CODE_5: Filtrado del catálogo local
CATALOG_TABLE_5: Nombre de tabla local",", CATALOG_COLUMN_5, CATALOG_CODE_5, CATALOG_TABLE_5",,,,"CUTOFF_DATE: Date of the data
YEAR_0: Año actual de la ejecución (CUTOFF_DATE)
YEAR_1: Año actual de la ejecución (CUTOFF_DATE) - 1","CUTOFF_DATE, YEAR_0, YEAR_1"
t_cmov_nobbva_categorized_mov,CMOV_nobbva-categorized-mov_MRField.conf,DELIVERED,15.1.0,CMOV,"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_11: Columna del catálogo local 
CATALOG_CODE_11: Filtrado del catálogo local
CATALOG_TABLE_11: Nombre de tabla local",", CATALOG_COLUMN_11, CATALOG_CODE_11, CATALOG_TABLE_11",,,,"CUTOFF_DATE: Date of the data
YEAR_1: Año actual de la ejecución (CUTOFF_DATE) - 1
YEAR_2: Año actual de la ejecución (CUTOFF_DATE) - 2",", YEAR_2"
t_cmov_nobbva_categorized_mov,CMOV_nobbva-categorized-mov_MRField.conf,DELIVERED,15.1.0,CMOV,"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_6: Columna del catálogo local 
CATALOG_CODE_6: Filtrado del catálogo local
CATALOG_TABLE_6: Nombre de tabla local",", CATALOG_COLUMN_6, CATALOG_CODE_6, CATALOG_TABLE_6",,,,"CUTOFF_DATE: Date of the data
YEAR_2: Año actual de la ejecución (CUTOFF_DATE) - 2
YEAR_3: Año actual de la ejecución (CUTOFF_DATE) - 3",", YEAR_3"
t_cmov_nobbva_categorized_mov,CMOV_nobbva-categorized-mov_MRField.conf,DELIVERED,15.1.0,CMOV,"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_7: Columna del catálogo local 
CATALOG_CODE_7: Filtrado del catálogo local
CATALOG_TABLE_7: Nombre de tabla local",", CATALOG_COLUMN_7, CATALOG_CODE_7, CATALOG_TABLE_7",,,,"CUTOFF_DATE: Date of the data
YEAR_3: Año actual de la ejecución (CUTOFF_DATE) - 3
YEAR_4: Año actual de la ejecución (CUTOFF_DATE) - 4",", YEAR_4"
t_cmov_nobbva_categorized_mov,CMOV_nobbva-categorized-mov_MRField.conf,DELIVERED,15.1.0,CMOV,"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_8: Columna del catálogo local 
CATALOG_CODE_8: Filtrado del catálogo local
CATALOG_TABLE_8: Nombre de tabla local",", CATALOG_COLUMN_8, CATALOG_CODE_8, CATALOG_TABLE_8",,,,"CUTOFF_DATE: Date of the data
YEAR_1: Año actual de la ejecución (CUTOFF_DATE) - 4
YEAR_2: Año actual de la ejecución (CUTOFF_DATE) - 5",", YEAR_5"
t_cmov_nobbva_categorized_mov,CMOV_nobbva-categorized-mov_MRField.conf,DELIVERED,15.1.0,CMOV,"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_9: Columna del catálogo local 
CATALOG_CODE_9: Filtrado del catálogo local
CATALOG_TABLE_9: Nombre de tabla local",", CATALOG_COLUMN_9, CATALOG_CODE_9, CATALOG_TABLE_9",,,,"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_0: Columna del catálogo local 
CATALOG_CODE_0: Filtrado del catálogo local
CATALOG_PATH_0: Ruta del catálogo local
CATALOG_SCHEMA_0: Esquema de la tabla local",", CATALOG_COLUMN_0, CATALOG_CODE_0, CATALOG_PATH_0, CATALOG_SCHEMA_0"
t_cmov_nobbva_categorized_mov,CMOV_nobbva-categorized-mov_MRField.conf,DELIVERED,15.1.0,CMOV,"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_10: Columna del catálogo local 
CATALOG_CODE_10: Filtrado del catálogo local
CATALOG_TABLE_10: Nombre de tabla local",", CATALOG_COLUMN_10, CATALOG_CODE_10, CATALOG_TABLE_10",,,,"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_0: Columna del catálogo local 
CATALOG_CODE_0: Filtrado del catálogo local
CATALOG_TABLE_0: Nombre de tabla local",", CATALOG_COLUMN_0, CATALOG_CODE_0, CATALOG_TABLE_0"
t_cmov_nobbva_categorized_mov,CMOV_nobbva-categorized-mov_MRObject.conf,DELIVERED,15.1.0,CMOV,"CUTOFF_DATE: Date of the data 
FECHA_VOLUMETRIC: Date of values to compare with 
LOWER_BOUND: Lower percentage bound 
UPPER_BOUND: Upper percentage bound","CUTOFF_DATE, FECHA_VOLUMETRIC, LOWER_BOUND, UPPER_BOUND",,,,"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_1: Columna del catálogo local 
CATALOG_CODE_1: Filtrado del catálogo local
CATALOG_TABLE_1: Nombre de tabla local",", CATALOG_COLUMN_1, CATALOG_CODE_1, CATALOG_TABLE_1"
t_ctar_sign_proc_contract,CTAR_sign-proc-contract_MRField.conf,DELIVERED,18.3.3,CTAR,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_2: Columna del catálogo local 
CATALOG_CODE_2: Filtrado del catálogo local
CATALOG_TABLE_2: Nombre de tabla local",", CATALOG_COLUMN_2, CATALOG_CODE_2, CATALOG_TABLE_2"
t_ctar_sign_proc_participant,CTAR_sign-proc-participant_KBTQ_role-person_MMRule.conf,DELIVERED,18.3.0,CTAR,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_3: Columna del catálogo local 
CATALOG_CODE_3: Filtrado del catálogo local
CATALOG_TABLE_3: Nombre de tabla local",", CATALOG_COLUMN_3, CATALOG_CODE_3, CATALOG_TABLE_3"
t_ctar_sign_proc_participant,CTAR_sign-proc-participant_MRField.conf,DELIVERED,15.1.0,CTAR,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_4: Columna del catálogo local 
CATALOG_CODE_4: Filtrado del catálogo local
CATALOG_TABLE_4: Nombre de tabla local",", CATALOG_COLUMN_4, CATALOG_CODE_4, CATALOG_TABLE_4"
t_ctar_sign_proc_participant,CTAR_sign-proc-participant_MRField.conf,DELIVERED,15.1.0,CTAR,"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_0: Columna del catálogo local 
CATALOG_CODE_0: Filtrado del catálogo local
CATALOG_TABLE_0: Nombre de tabla local",", CATALOG_COLUMN_0, CATALOG_CODE_0, CATALOG_TABLE_0",,,,"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_5: Columna del catálogo local 
CATALOG_CODE_5: Filtrado del catálogo local
CATALOG_TABLE_5: Nombre de tabla local",", CATALOG_COLUMN_5, CATALOG_CODE_5, CATALOG_TABLE_5"
t_ctar_sign_proc_participant,CTAR_sign-proc-participant_MRField.conf,DELIVERED,15.1.0,CTAR,"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_1: Columna del catálogo local 
CATALOG_CODE_1: Filtrado del catálogo local
CATALOG_TABLE_1: Nombre de tabla local",", CATALOG_COLUMN_1, CATALOG_CODE_1, CATALOG_TABLE_1",,,,"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_7: Columna del catálogo local 
CATALOG_CODE_7: Filtrado del catálogo local
CATALOG_TABLE_7: Nombre de tabla local",", CATALOG_COLUMN_7, CATALOG_CODE_7, CATALOG_TABLE_7"
t_ctar_sign_proc_participant,CTAR_sign-proc-participant_MRObject.conf,DELIVERED,15.1.0,CTAR,"CUTOFF_DATE: Date of the data 
FECHA_VOLUMETRIC: Date of values to compare with 
LOWER_BOUND: Lower percentage bound 
UPPER_BOUND: Upper percentage bound","CUTOFF_DATE, FECHA_VOLUMETRIC, LOWER_BOUND, UPPER_BOUND",,,,"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_6: Columna del catálogo local 
CATALOG_CODE_6: Filtrado del catálogo local
CATALOG_TABLE_6: Nombre de tabla local",", CATALOG_COLUMN_6, CATALOG_CODE_6, CATALOG_TABLE_6"
t_ctar_signature_process,CTAR_signature-process_MRField.conf,DELIVERED,18.3.3,CTAR,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_8: Columna del catálogo local 
CATALOG_CODE_8: Filtrado del catálogo local
CATALOG_TABLE_8: Nombre de tabla local",", CATALOG_COLUMN_8, CATALOG_CODE_8, CATALOG_TABLE_8"
t_ctar_signature_process,CTAR_signature-process_MRField.conf,DELIVERED,18.3.3,CTAR,"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_0: Columna del catálogo local 
CATALOG_CODE_0: Filtrado del catálogo local
CATALOG_TABLE_0: Nombre de tabla local",", CATALOG_COLUMN_0, CATALOG_CODE_0, CATALOG_TABLE_0",,,,"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_9: Columna del catálogo local 
CATALOG_CODE_9: Filtrado del catálogo local
CATALOG_TABLE_9: Nombre de tabla local",", CATALOG_COLUMN_9, CATALOG_CODE_9, CATALOG_TABLE_9"
t_ctar_signature_process,CTAR_signature-process_MRField.conf,DELIVERED,18.3.3,CTAR,"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_1: Columna del catálogo local 
CATALOG_CODE_1: Filtrado del catálogo local
CATALOG_TABLE_1: Nombre de tabla local",", CATALOG_COLUMN_1, CATALOG_CODE_1, CATALOG_TABLE_1",,,,"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_10: Columna del catálogo local 
CATALOG_CODE_10: Filtrado del catálogo local
CATALOG_TABLE_10: Nombre de tabla local",", CATALOG_COLUMN_10, CATALOG_CODE_10, CATALOG_TABLE_10"
t_ctar_signature_process,CTAR_signature-process_MRField.conf,DELIVERED,18.3.3,CTAR,"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_2: Columna del catálogo local 
CATALOG_CODE_2: Filtrado del catálogo local
CATALOG_TABLE_2: Nombre de tabla local",", CATALOG_COLUMN_2, CATALOG_CODE_2, CATALOG_TABLE_2",,,,"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_11: Columna del catálogo local 
CATALOG_CODE_11: Filtrado del catálogo local
CATALOG_TABLE_11: Nombre de tabla local",", CATALOG_COLUMN_11, CATALOG_CODE_11, CATALOG_TABLE_11"
t_ctar_signature_process,CTAR_signature-process_MRField.conf,DELIVERED,18.3.3,CTAR,"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_3: Columna del catálogo local
CATALOG_CODE_3: Filtrado del catálogo local
CATALOG_TABLE_3: Nombre de tabla local",", CATALOG_COLUMN_3, CATALOG_CODE_3, CATALOG_TABLE_3",,,,"CUTOFF_DATE: Date of the data
SOURCE: Origin of data (gf_information_source_type)","CUTOFF_DATE, SOURCE"
t_ctar_signature_process,CTAR_signature-process_MRObject.conf,DELIVERED,15.1.0,CTAR,"CUTOFF_DATE: Date of the data 
FECHA_VOLUMETRIC: Date of values to compare with 
LOWER_BOUND: Lower percentage bound 
UPPER_BOUND: Upper percentage bound","CUTOFF_DATE, FECHA_VOLUMETRIC, LOWER_BOUND, UPPER_BOUND",,,,"CUTOFF_DATE: Date of the data
FECHA_VOLUMETRIC: Date of values to compare with
LOWER_BOUND: Lower percentage bound
UPPER_BOUND: Upper percentage bound
SOURCE: Origin of data (gf_information_source_type)","CUTOFF_DATE, FECHA_VOLUMETRIC, LOWER_BOUND, UPPER_BOUND, SOURCE"
t_dast_crypto_exchange,DAST_crypto-exchange_MRField.conf,DELIVERED,13.0.3,DAST,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,"RUNNING JOB PARAMS:
     CUTOFF_DATE: Date of the data
     CATALOG_COLUMN_0: Columna del catálogo local 
     CATALOG_CODE_0: Filtrado del catálogo local
     CATALOG_TABLE_0: Nombre de tabla local

JOB EXTRALIBS:
     extralibs: Link to custom repository","CUTOFF_DATE, CATALOG_COLUMN_0, CATALOG_CODE_0, CATALOG_TABLE_0, extralibs"
t_dast_crypto_exchange,DAST_crypto-exchange_MRField.conf,DELIVERED,13.1.0,DAST,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,"RUNNING JOB PARAMS:
     CUTOFF_DATE: Date of the data
     CATALOG_COLUMN_1: Columna del catálogo local 
     CATALOG_CODE_1: Filtrado del catálogo local
     CATALOG_TABLE_1: Nombre de tabla local

JOB EXTRALIBS:
     extralibs: Link to custom repository",", CATALOG_COLUMN_1, CATALOG_CODE_1, CATALOG_TABLE_1, extralibs"
t_dast_crypto_exchange,DAST_crypto-exchange_MRObject.conf,DELIVERED,13.0.3,DAST,"CUTOFF_DATE: Date of the data 
FECHA_VOLUMETRIC: Date of values to compare with 
LOWER_BOUND: Lower percentage bound 
UPPER_BOUND: Upper percentage bound","CUTOFF_DATE, FECHA_VOLUMETRIC, LOWER_BOUND, UPPER_BOUND",,,,"RUNNING JOB PARAMS:
     CUTOFF_DATE: Date of the data
     CATALOG_COLUMN_2: Columna del catálogo local 
     CATALOG_CODE_2: Filtrado del catálogo local
     CATALOG_TABLE_2: Nombre de tabla local

JOB EXTRALIBS:
     extralibs: Link to custom repository",", CATALOG_COLUMN_2, CATALOG_CODE_2, CATALOG_TABLE_2, extralibs"
t_dast_crypto_exchange_account,DAST_crypto-exchange-account_DAST_crypto-exchange_MMRule.conf,DELIVERED,13.1.0,DAST,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,"RUNNING JOB PARAMS:
     CUTOFF_DATE: Date of the data
     CATALOG_COLUMN_3: Columna del catálogo local 
     CATALOG_CODE_3: Filtrado del catálogo local
     CATALOG_TABLE_3: Nombre de tabla local

JOB EXTRALIBS:
     extralibs: Link to custom repository",", CATALOG_COLUMN_3, CATALOG_CODE_3, CATALOG_TABLE_3, extralibs"
t_dast_crypto_exchange_account,DAST_crypto-exchange-account_MRField.conf,DELIVERED,13.0.3,DAST,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,"RUNNING JOB PARAMS:
     CUTOFF_DATE: Date of the data
     CATALOG_COLUMN_4: Columna del catálogo local 
     CATALOG_CODE_4: Filtrado del catálogo local
     CATALOG_TABLE_4: Nombre de tabla local
JOB EXTRALIBS:
     extralibs: Link to custom repository",", CATALOG_COLUMN_4, CATALOG_CODE_4, CATALOG_TABLE_4, extralibs"
t_dast_crypto_exchange_account,DAST_crypto-exchange-account_MRField.conf,DELIVERED,13.1.0,DAST,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,"RUNNING JOB PARAMS:
     CUTOFF_DATE: Date of the data
     CATALOG_COLUMN_5: Columna del catálogo local 
     CATALOG_CODE_5: Filtrado del catálogo local
     CATALOG_TABLE_5: Nombre de tabla local

JOB EXTRALIBS:
     extralibs: Link to custom repository",", CATALOG_COLUMN_5, CATALOG_CODE_5, CATALOG_TABLE_5, extralibs"
t_dast_crypto_exchange_account,DAST_crypto-exchange-account_MRObject.conf,DELIVERED,13.0.3,DAST,"CUTOFF_DATE: Date of the data 
FECHA_VOLUMETRIC: Date of values to compare with 
LOWER_BOUND: Lower percentage bound 
UPPER_BOUND: Upper percentage bound","CUTOFF_DATE, FECHA_VOLUMETRIC, LOWER_BOUND, UPPER_BOUND",,,,"RUNNING JOB PARAMS:
     CUTOFF_DATE: Date of the data
     CATALOG_COLUMN_6: Columna del catálogo local 
     CATALOG_CODE_6: Filtrado del catálogo local
     CATALOG_TABLE_6: Nombre de tabla local

JOB EXTRALIBS:
     extralibs: Link to custom repository",", CATALOG_COLUMN_6, CATALOG_CODE_6, CATALOG_TABLE_6, extralibs"
t_dtau_act_regis_hist_inf_rpt,DTAU_act-regis-hist-inf-rpt_MRField.conf,DELIVERED,18.4.1,DTAU,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,"RUNNING JOB PARAMS:
     CUTOFF_DATE: Date of the data
     CATALOG_COLUMN_7: Columna del catálogo local 
     CATALOG_CODE_7: Filtrado del catálogo local
     CATALOG_TABLE_7: Nombre de tabla local

JOB EXTRALIBS:
     extralibs: Link to custom repository",", CATALOG_COLUMN_7, CATALOG_CODE_7, CATALOG_TABLE_7, extralibs"
t_dtau_act_regis_hist_inf_rpt,DTAU_act-regis-hist-inf-rpt_MRField.conf,DELIVERED,18.4.1,DTAU,"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_0: Columna del catálogo local 
CATALOG_CODE_0: Filtrado del catálogo local
CATALOG_TABLE_0: Nombre de tabla local",", CATALOG_COLUMN_0, CATALOG_CODE_0, CATALOG_TABLE_0",,,,"CUTOFF_DATE: Date of the data 
FECHA_VOLUMETRIC: Date of values to compare with 
LOWER_BOUND: Lower percentage bound 
UPPER_BOUND: Upper percentage bound 
IS6.9_CRITICAL: Optional parameter to disable the criticality of the 6.9 rule","CUTOFF_DATE, FECHA_VOLUMETRIC, LOWER_BOUND, UPPER_BOUND, IS6.9_CRITICAL"
t_dtau_act_regis_hist_inf_rpt,DTAU_act-regis-hist-inf-rpt_MRField.conf,DELIVERED,18.4.1,DTAU,"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_1: Columna del catálogo local 
CATALOG_CODE_1: Filtrado del catálogo local
CATALOG_TABLE_1: Nombre de tabla local",", CATALOG_COLUMN_1, CATALOG_CODE_1, CATALOG_TABLE_1",,,,"CUTOFF_DATE: Date of the data 
FECHA_VOLUMETRIC: Date of values to compare with 
LOWER_BOUND: Lower percentage bound 
UPPER_BOUND: Upper percentage bound 
IS_VOL_CRITICAL: Optional parameter to disable the criticality of the 6.9 rule","CUTOFF_DATE, FECHA_VOLUMETRIC, LOWER_BOUND, UPPER_BOUND, IS_VOL_CRITICAL"
t_dtau_act_regis_hist_inf_rpt,DTAU_act-regis-hist-inf-rpt_MRField.conf,DELIVERED,18.4.1,DTAU,"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_2: Columna del catálogo local 
CATALOG_CODE_2: Filtrado del catálogo local
CATALOG_TABLE_2: Nombre de tabla local",", CATALOG_COLUMN_2, CATALOG_CODE_2, CATALOG_TABLE_2",,,,"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_0: Columna del catálogo local 
CATALOG_CODE_0: Filtrado del catálogo local
CATALOG_TABLE_0: Nombre de tabla local",", CATALOG_COLUMN_0, CATALOG_CODE_0, CATALOG_TABLE_0"
t_dtau_act_regis_hist_inf_rpt,DTAU_act-regis-hist-inf-rpt_MRField.conf,DELIVERED,18.4.1,DTAU,"RUNNING JOB PARAMS:
     CUTOFF_DATE: Date of the data
     CATALOG_COLUMN_4: Columna del catálogo local 
     CATALOG_CODE_4: Filtrado del catálogo local
     CATALOG_TABLE_4: Nombre de tabla local
JOB EXTRALIBS:
     extralibs: Link to custom repository",", CATALOG_COLUMN_4, CATALOG_CODE_4, CATALOG_TABLE_4, extralibs",,,,"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_1: Columna del catálogo local 
CATALOG_CODE_1: Filtrado del catálogo local
CATALOG_TABLE_1: Nombre de tabla local",", CATALOG_COLUMN_1, CATALOG_CODE_1, CATALOG_TABLE_1"
t_dtau_act_regis_hist_inf_rpt,DTAU_act-regis-hist-inf-rpt_MRField.conf,DELIVERED,18.4.1,DTAU,"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_3: Columna del catálogo local 
CATALOG_CODE_3: Filtrado del catálogo local
CATALOG_TABLE_3: Nombre de tabla local",", CATALOG_COLUMN_3, CATALOG_CODE_3, CATALOG_TABLE_3",,,,"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_2: Columna del catálogo local 
CATALOG_CODE_2: Filtrado del catálogo local
CATALOG_TABLE_2: Nombre de tabla local",", CATALOG_COLUMN_2, CATALOG_CODE_2, CATALOG_TABLE_2"
t_dtau_act_regis_hist_inf_rpt,DTAU_act-regis-hist-inf-rpt_MRField.conf,DELIVERED,18.4.1,DTAU,"RUNNING JOB PARAMS:
     CUTOFF_DATE: Date of the data
     CATALOG_COLUMN_5: Columna del catálogo local 
     CATALOG_CODE_5: Filtrado del catálogo local
     CATALOG_TABLE_5: Nombre de tabla local

JOB EXTRALIBS:
     extralibs: Link to custom repository",", CATALOG_COLUMN_5, CATALOG_CODE_5, CATALOG_TABLE_5, extralibs",,,,"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_3: Columna del catálogo local 
CATALOG_CODE_3: Filtrado del catálogo local
CATALOG_TABLE_3: Nombre de tabla local",", CATALOG_COLUMN_3, CATALOG_CODE_3, CATALOG_TABLE_3"
